"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","zipkin2.server.internal.health","..\data\repositories\openzipkin_zipkin\zipkin-server\src\test\java\zipkin2\server\internal\health\ITZipkinHealth.java","1","32","The class name 'ITZipkinHealth' doesn't match '^Test.*$|^[A-Z][a-zA-Z0-9]*Test(s|Case)?$'","Code Style","ClassNamingConventions"
"1","zipkin2.server.internal.health","..\data\repositories\openzipkin_zipkin\zipkin-server\src\test\java\zipkin2\server\internal\health\ITZipkinHealthDown.java","1","30","The class name 'ITZipkinHealthDown' doesn't match '^Test.*$|^[A-Z][a-zA-Z0-9]*Test(s|Case)?$'","Code Style","ClassNamingConventions"
"1","zipkin2.server.internal.prometheus","..\data\repositories\openzipkin_zipkin\zipkin-server\src\test\java\zipkin2\server\internal\prometheus\ITZipkinMetrics.java","1","45","The class name 'ITZipkinMetrics' doesn't match '^Test.*$|^[A-Z][a-zA-Z0-9]*Test(s|Case)?$'","Code Style","ClassNamingConventions"
"2","zipkin2.server.internal.prometheus","..\data\repositories\openzipkin_zipkin\zipkin-server\src\test\java\zipkin2\server\internal\prometheus\ITZipkinMetrics.java","3","45","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","zipkin2.server.internal.prometheus","..\data\repositories\openzipkin_zipkin\zipkin-server\src\test\java\zipkin2\server\internal\prometheus\ITZipkinMetricsDirty.java","1","52","The class name 'ITZipkinMetricsDirty' doesn't match '^Test.*$|^[A-Z][a-zA-Z0-9]*Test(s|Case)?$'","Code Style","ClassNamingConventions"
"1","zipkin2.server.internal.throttle","..\data\repositories\openzipkin_zipkin\zipkin-server\src\test\java\zipkin2\server\internal\throttle\ThrottledCallTest.java","3","43","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","zipkin2.server.internal.ui","..\data\repositories\openzipkin_zipkin\zipkin-server\src\test\java\zipkin2\server\internal\ui\ITZipkinUiConfiguration.java","1","38","The class name 'ITZipkinUiConfiguration' doesn't match '^Test.*$|^[A-Z][a-zA-Z0-9]*Test(s|Case)?$'","Code Style","ClassNamingConventions"
"1","zipkin2.server.internal.ui","..\data\repositories\openzipkin_zipkin\zipkin-server\src\test\java\zipkin2\server\internal\ui\ZipkinUiConfigurationTest.java","3","31","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","zipkin2.storage.cassandra","..\data\repositories\openzipkin_zipkin\zipkin-server\src\test\java\zipkin2\storage\cassandra\ZipkinCassandraStorageAutoConfigurationTest.java","3","17","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","zipkin2.storage.cassandra","..\data\repositories\openzipkin_zipkin\zipkin-storage\cassandra\src\main\java\zipkin2\storage\cassandra\CassandraSpanConsumer.java","3","101","The method 'accept(List<Span>)' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"1","zipkin2.storage.cassandra","..\data\repositories\openzipkin_zipkin\zipkin-storage\cassandra\src\main\java\zipkin2\storage\cassandra\CassandraSpanStore.java","3","36","Possible God Class (WMC=48, ATFD=18, TCC=20.000%)","Design","GodClass"
"2","zipkin2.storage.cassandra","..\data\repositories\openzipkin_zipkin\zipkin-storage\cassandra\src\main\java\zipkin2\storage\cassandra\CassandraSpanStore.java","3","121","The method 'getTraces(QueryRequest)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"3","zipkin2.storage.cassandra","..\data\repositories\openzipkin_zipkin\zipkin-storage\cassandra\src\main\java\zipkin2\storage\cassandra\CassandraSpanStore.java","3","175","The method 'newBucketedTraceIdCall(QueryRequest, TimestampRange, int)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","zipkin2.storage.cassandra","..\data\repositories\openzipkin_zipkin\zipkin-storage\cassandra\src\main\java\zipkin2\storage\cassandra\CassandraStorage.java","3","37","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","zipkin2.storage.cassandra","..\data\repositories\openzipkin_zipkin\zipkin-storage\cassandra\src\main\java\zipkin2\storage\cassandra\CassandraStorageBuilder.java","3","24","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","zipkin2.storage.cassandra","..\data\repositories\openzipkin_zipkin\zipkin-storage\cassandra\src\main\java\zipkin2\storage\cassandra\InsertSpan.java","3","26","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
