"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.redisson.hibernate.strategy","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-5\src\main\java\org\redisson\hibernate\strategy\ReadWriteNaturalIdRegionAccessStrategy.java","4","19","Unused import 'org.hibernate.cache.internal.DefaultCacheKeysFactory'","Code Style","UnnecessaryImport"
"1","org.redisson.hibernate.strategy","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-5\src\main\java\org\redisson\hibernate\strategy\TransactionalCollectionRegionAccessStrategy.java","4","19","Unused import 'org.hibernate.cache.internal.DefaultCacheKeysFactory'","Code Style","UnnecessaryImport"
"1","org.redisson.hibernate.strategy","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-5\src\main\java\org\redisson\hibernate\strategy\TransactionalEntityRegionAccessStrategy.java","4","19","Unused import 'org.hibernate.cache.internal.DefaultCacheKeysFactory'","Code Style","UnnecessaryImport"
"1","org.redisson.hibernate.strategy","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-5\src\main\java\org\redisson\hibernate\strategy\TransactionalNaturalIdRegionAccessStrategy.java","4","19","Unused import 'org.hibernate.cache.internal.DefaultCacheKeysFactory'","Code Style","UnnecessaryImport"
"1","org.redisson.hibernate","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-5\src\test\java\org\redisson\hibernate\CollectionTest.java","4","14","Unused import 'javax.persistence.*'","Code Style","UnnecessaryImport"
"1","org.redisson.hibernate","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-5\src\test\java\org\redisson\hibernate\ReadWriteTest.java","4","16","Unnecessary import from the current package 'org.redisson.hibernate.RedissonRegionFactory'","Code Style","UnnecessaryImport"
"1","org.redisson.hibernate","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-5\src\test\java\org\redisson\hibernate\TransactionalTest.java","4","16","Unnecessary import from the current package 'org.redisson.hibernate.RedissonRegionFactory'","Code Style","UnnecessaryImport"
"1","org.redisson.hibernate","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-6\src\main\java\org\redisson\hibernate\RedissonRegionFactory.java","4","27","Unused import 'org.hibernate.cache.spi.support.*'","Code Style","UnnecessaryImport"
"2","org.redisson.hibernate","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-6\src\main\java\org\redisson\hibernate\RedissonRegionFactory.java","3","51","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.redisson.hibernate","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-6\src\test\java\org\redisson\hibernate\CollectionTest.java","4","3","Unused import 'jakarta.persistence.*'","Code Style","UnnecessaryImport"
"1","org.redisson.hibernate","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-6\src\test\java\org\redisson\hibernate\ItemReadWrite.java","4","6","Unused import 'jakarta.persistence.*'","Code Style","UnnecessaryImport"
"1","org.redisson.hibernate","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-6\src\test\java\org\redisson\hibernate\ItemTransactional.java","4","6","Unused import 'jakarta.persistence.*'","Code Style","UnnecessaryImport"
"1","org.redisson.hibernate","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-7\src\main\java\org\redisson\hibernate\RedissonRegionFactory.java","4","27","Unused import 'org.hibernate.cache.spi.support.*'","Code Style","UnnecessaryImport"
"2","org.redisson.hibernate","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-7\src\main\java\org\redisson\hibernate\RedissonRegionFactory.java","3","51","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.redisson.hibernate","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-7\src\test\java\org\redisson\hibernate\CollectionTest.java","4","3","Unused import 'jakarta.persistence.*'","Code Style","UnnecessaryImport"
"1","org.redisson.hibernate","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-7\src\test\java\org\redisson\hibernate\ItemReadWrite.java","4","6","Unused import 'jakarta.persistence.*'","Code Style","UnnecessaryImport"
"1","org.redisson.hibernate","..\data\repositories\redisson_redisson\redisson-hibernate\redisson-hibernate-7\src\test\java\org\redisson\hibernate\ItemTransactional.java","4","6","Unused import 'jakarta.persistence.*'","Code Style","UnnecessaryImport"
"1","org.redisson.micronaut","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-20\src\main\java\org\redisson\micronaut\RedissonConfiguration.java","4","23","Unused import 'org.redisson.config.*'","Code Style","UnnecessaryImport"
"1","org.redisson.micronaut","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-20\src\main\java\org\redisson\micronaut\RedissonFactory.java","4","18","Unused import 'io.micronaut.context.annotation.*'","Code Style","UnnecessaryImport"
"1","org.redisson.micronaut.cache","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-20\src\main\java\org\redisson\micronaut\cache\BaseCacheConfiguration.java","4","21","Unused import 'org.redisson.api.map.*'","Code Style","UnnecessaryImport"
"1","org.redisson.micronaut.session","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-20\src\main\java\org\redisson\micronaut\session\RedissonSession.java","4","22","Unused import 'org.redisson.api.*'","Code Style","UnnecessaryImport"
"2","org.redisson.micronaut.session","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-20\src\main\java\org\redisson\micronaut\session\RedissonSession.java","3","38","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.redisson.micronaut.session","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-20\src\main\java\org\redisson\micronaut\session\RedissonSessionStore.java","4","31","Unused import 'org.redisson.api.*'","Code Style","UnnecessaryImport"
"2","org.redisson.micronaut.session","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-20\src\main\java\org\redisson\micronaut\session\RedissonSessionStore.java","3","57","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.redisson.micronaut","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-30\src\main\java\org\redisson\micronaut\RedissonConfiguration.java","4","20","Unused import 'io.micronaut.context.annotation.Parameter'","Code Style","UnnecessaryImport"
"2","org.redisson.micronaut","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-30\src\main\java\org\redisson\micronaut\RedissonConfiguration.java","4","24","Unused import 'org.redisson.config.*'","Code Style","UnnecessaryImport"
"3","org.redisson.micronaut","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-30\src\main\java\org\redisson\micronaut\RedissonConfiguration.java","4","28","Unused import 'java.lang.reflect.InvocationTargetException'","Code Style","UnnecessaryImport"
"1","org.redisson.micronaut","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-30\src\main\java\org\redisson\micronaut\RedissonFactory.java","4","18","Unused import 'io.micronaut.context.annotation.*'","Code Style","UnnecessaryImport"
"1","org.redisson.micronaut.cache","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-30\src\main\java\org\redisson\micronaut\cache\BaseCacheConfiguration.java","4","21","Unused import 'org.redisson.api.map.*'","Code Style","UnnecessaryImport"
"1","org.redisson.micronaut.session","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-30\src\main\java\org\redisson\micronaut\session\RedissonSession.java","4","22","Unused import 'org.redisson.api.*'","Code Style","UnnecessaryImport"
"2","org.redisson.micronaut.session","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-30\src\main\java\org\redisson\micronaut\session\RedissonSession.java","3","38","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.redisson.micronaut.session","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-30\src\main\java\org\redisson\micronaut\session\RedissonSessionStore.java","4","32","Unused import 'org.redisson.api.*'","Code Style","UnnecessaryImport"
"2","org.redisson.micronaut.session","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-30\src\main\java\org\redisson\micronaut\session\RedissonSessionStore.java","3","57","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.redisson.micronaut","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-40\src\main\java\org\redisson\micronaut\RedissonConfiguration.java","4","25","Unused import 'org.redisson.config.*'","Code Style","UnnecessaryImport"
"2","org.redisson.micronaut","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-40\src\main\java\org\redisson\micronaut\RedissonConfiguration.java","3","42","The constructor 'RedissonConfiguration(PropertySourcePropertyResolver)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","org.redisson.micronaut","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-40\src\main\java\org\redisson\micronaut\RedissonFactory.java","4","18","Unused import 'io.micronaut.context.annotation.*'","Code Style","UnnecessaryImport"
"1","org.redisson.micronaut.cache","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-40\src\main\java\org\redisson\micronaut\cache\BaseCacheConfiguration.java","4","21","Unused import 'org.redisson.api.map.*'","Code Style","UnnecessaryImport"
"1","org.redisson.micronaut.session","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-40\src\main\java\org\redisson\micronaut\session\RedissonSession.java","4","22","Unused import 'org.redisson.api.*'","Code Style","UnnecessaryImport"
"2","org.redisson.micronaut.session","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-40\src\main\java\org\redisson\micronaut\session\RedissonSession.java","3","38","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","org.redisson.micronaut.session","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-40\src\main\java\org\redisson\micronaut\session\RedissonSessionStore.java","4","32","Unused import 'org.redisson.api.*'","Code Style","UnnecessaryImport"
"2","org.redisson.micronaut.session","..\data\repositories\redisson_redisson\redisson-micronaut\redisson-micronaut-40\src\main\java\org\redisson\micronaut\session\RedissonSessionStore.java","3","57","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.redisson.client.deployment","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-16\deployment\src\main\java\io\quarkus\redisson\client\deployment\QuarkusRedissonClientProcessor.java","4","39","Unused import 'org.redisson.config.*'","Code Style","UnnecessaryImport"
"1","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-16\integration-tests\src\main\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResource.java","4","34","Unused import 'org.redisson.api.*'","Code Style","UnnecessaryImport"
"2","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-16\integration-tests\src\main\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResource.java","4","40","Unused import 'java.io.Serializable'","Code Style","UnnecessaryImport"
"3","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-16\integration-tests\src\main\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResource.java","4","41","Unused import 'java.util.concurrent.Callable'","Code Style","UnnecessaryImport"
"1","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-16\integration-tests\src\main\java\org\redisson\quarkus\client\it\RemoteServiceImpl.java","4","18","Unused import 'org.redisson.connection.ConnectionListener'","Code Style","UnnecessaryImport"
"2","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-16\integration-tests\src\main\java\org\redisson\quarkus\client\it\RemoteServiceImpl.java","4","20","Unused import 'java.net.InetSocketAddress'","Code Style","UnnecessaryImport"
"1","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-16\integration-tests\src\test\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResourceTest.java","4","4","Unused static import 'org.hamcrest.Matchers.empty'","Code Style","UnnecessaryImport"
"1","io.quarkus.redisson.client.deployment","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-20\deployment\src\main\java\io\quarkus\redisson\client\deployment\QuarkusRedissonClientProcessor.java","4","39","Unused import 'org.redisson.config.*'","Code Style","UnnecessaryImport"
"1","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-20\integration-tests\src\main\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResource.java","4","34","Unused import 'org.redisson.api.*'","Code Style","UnnecessaryImport"
"2","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-20\integration-tests\src\main\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResource.java","4","40","Unused import 'java.io.Serializable'","Code Style","UnnecessaryImport"
"3","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-20\integration-tests\src\main\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResource.java","4","41","Unused import 'java.util.concurrent.Callable'","Code Style","UnnecessaryImport"
"1","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-20\integration-tests\src\main\java\org\redisson\quarkus\client\it\RemoteServiceImpl.java","4","18","Unused import 'org.redisson.connection.ConnectionListener'","Code Style","UnnecessaryImport"
"2","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-20\integration-tests\src\main\java\org\redisson\quarkus\client\it\RemoteServiceImpl.java","4","20","Unused import 'java.net.InetSocketAddress'","Code Style","UnnecessaryImport"
"1","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-20\integration-tests\src\test\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResourceTest.java","4","4","Unused static import 'org.hamcrest.Matchers.empty'","Code Style","UnnecessaryImport"
"1","io.quarkus.cache.redisson","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\deployment\src\test\java\io\quarkus\cache\redisson\MultipleCachesTest.java","4","4","Unused static import 'org.junit.jupiter.api.Assertions.assertNotEquals'","Code Style","UnnecessaryImport"
"2","io.quarkus.cache.redisson","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\deployment\src\test\java\io\quarkus\cache\redisson\MultipleCachesTest.java","4","6","Unused import 'java.util.List'","Code Style","UnnecessaryImport"
"1","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\integration-tests\src\main\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResource.java","4","34","Unused import 'io.smallrye.mutiny.Uni'","Code Style","UnnecessaryImport"
"2","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\integration-tests\src\main\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResource.java","4","38","Unused import 'org.redisson.api.*'","Code Style","UnnecessaryImport"
"3","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\integration-tests\src\main\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResource.java","4","39","Unused import 'org.redisson.api.redisnode.RedisNodes'","Code Style","UnnecessaryImport"
"4","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\integration-tests\src\main\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResource.java","4","40","Unused import 'org.redisson.client.codec.StringCodec'","Code Style","UnnecessaryImport"
"5","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\integration-tests\src\main\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResource.java","4","42","Unused import 'java.util.Spliterator'","Code Style","UnnecessaryImport"
"6","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\integration-tests\src\main\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResource.java","4","43","Unused import 'java.util.Spliterators'","Code Style","UnnecessaryImport"
"7","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\integration-tests\src\main\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResource.java","4","44","Unused import 'java.util.concurrent.ExecutionException'","Code Style","UnnecessaryImport"
"1","org.redisson.quarkus.client.it","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\integration-tests\src\test\java\org\redisson\quarkus\client\it\QuarkusRedissonClientResourceTest.java","4","4","Unused static import 'org.hamcrest.Matchers.empty'","Code Style","UnnecessaryImport"
"1","io.quarkus.cache.redisson.runtime","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\runtime\src\main\java\io\quarkus\cache\redisson\runtime\RedissonCacheImpl.java","3","42","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.quarkus.cache.redisson.runtime","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\runtime\src\main\java\io\quarkus\cache\redisson\runtime\RedissonCacheImpl.java","3","49","The constructor 'RedissonCacheImpl(RedissonCacheInfo)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","io.quarkus.cache.redisson.runtime","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\runtime\src\main\java\io\quarkus\cache\redisson\runtime\RedissonCacheInfoBuilder.java","4","18","Unused import 'io.quarkus.runtime.configuration.HashSetFactory'","Code Style","UnnecessaryImport"
"2","io.quarkus.cache.redisson.runtime","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\runtime\src\main\java\io\quarkus\cache\redisson\runtime\RedissonCacheInfoBuilder.java","3","31","The method 'build(Set<String>, RedissonCachesConfig)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","io.quarkus.cache.redisson.runtime","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cache\runtime\src\main\java\io\quarkus\cache\redisson\runtime\RedissonCachesConfig.java","4","26","Unused import 'io.smallrye.config.ConfigMapping'","Code Style","UnnecessaryImport"
"1","io.quarkus.redisson.client.deployment","..\data\repositories\redisson_redisson\redisson-quarkus\redisson-quarkus-30\cdi\deployment\src\main\java\io\quarkus\redisson\client\deployment\QuarkusRedissonClientProcessor.java","4","39","Unused import 'org.redisson.config.*'","Code Style","UnnecessaryImport"
